边,biān
滨,bīn
橙,chéng
春,chūn
葱,cōng
底,dǐ
冬,dōng
后,hòu
季,jì
姜,jiāng
界,jiè
卡,kǎ
刻,kè
梨,lí
里,lǐ
秒,miǎo
末,mò
内,nèi
畔,pàn
前,qián
仁,rén
日,rì
桃,táo
外,wài
下,xià
夏,xià
杏,xìng
血,xuè
右,yòu
釉,yòu
月,yuè
周,zhōu
左,zuǒ
砷粉,shēn,fěn
砷块,shēn,kuài
砷矿,shēn,kuàng
砷粒,shēn,lì
砷酸,shēn,suān
砷铜,shēn,tóng
深博,shēn,bó
深槽,shēn,cáo
深草,shēn,cǎo
深层,shēn,céng
深沉,shēn,chén
深埕,shēn,chéng
深橙,shēn,chéng
深锄,shēn,chú
深村,shēn,cūn
深读,shēn,dú
深度,shēn,dù
深渡,shēn,dù
深翻,shēn,fān
深粉,shēn,fěn
深感,shēn,gǎn
深耕,shēn,gēng
深谷,shēn,gǔ
深灌,shēn,guàn
深广,shēn,guǎng
深闺,shēn,guī
深锅,shēn,guō
深焊,shēn,hàn
深河,shēn,hé
深壑,shēn,hè
深泓,shēn,hóng
深魟,shēn,gōng
深厚,shēn,hòu
深湖,shēn,hú
深护,shēn,hù
深沪,shēn,hù
深笏,shēn,hù
深化,shēn,huà
深黄,shēn,huáng
深灰,shēn,huī
深辉,shēn,huī
深基,shēn,jī
深涧,shēn,jiàn
深井,shēn,jǐng
深径,shēn,jìng
深克,shēn,kè
深刻,shēn,kè
深恐,shēn,kǒng
深兰,shēn,lán
深炉,shēn,lú
深绿,shēn,lǜ
深盆,shēn,pén
深浅,shēn,qiǎn
深切,shēn,qiè
深青,shēn,qīng
深情,shēn,qíng
深秋,shēn,qīu
深泉,shēn,quán
深涩,shēn,sè
深山,shēn,shān
深深,shēn,shēn
深省,shēn,xǐng
深施,shēn,shī
深受,shēn,shòu
深思,shēn,sī
深缩,shēn,suō
深索,shēn,suǒ
深谈,shēn,tán
深潭,shēn,tán
深叹,shēn,tàn
深探,shēn,tàn
深塘,shēn,táng
深通,shēn,tōng
深透,shēn,tòu
深望,shēn,wàng
深悟,shēn,wù
深县,shēn,xiàn
深陷,shēn,xiàn
深巷,shēn,xiàng
深信,shēn,xìn
深型,shēn,xíng
深杏,shēn,xìng
深夜,shēn,yè
深意,shēn,yì
深影,shēn,yǐng
深忧,shēn,yōu
深幽,shēn,yōu
深远,shēn,yuǎn
深月,shēn,yuè
深造,shēn,zào
深湛,shēn,zhàn
深长,shēn,cháng
深知,shēn,zhì
深重,shēn,zhòng
深州,shēn,zhōu
深紫,shēn,zǐ
鲹科,cān,kē
什菜,shén,cài
什邡,shí,fāng
什果,shén,guǒ
什集,shí,jí
什锦,shí,jǐn
什物,shí,wù
神笔,shén,bǐ
神采,shén,cǎi
神池,shén,chí
神驰,shén,chí
神锄,shén,chú
神道,shén,dào
神灯,shén,dēng
神帝,shén,dì
神殿,shén,diàn
神方,shén,fāng
神封,shén,fēng
神符,shén,fú
神甫,shén,fǔ
神父,shén,fù
神怪,shén,guài
神柜,shén,guì
神汉,shén,hàn
神湖,shén,hú
神护,shén,hù
神化,shén,huà
神话,shén,huà
神昏,shén,hūn
神魂,shén,hún
神谏,shén,jiàn
神交,shén,jiāo
神经,shén,jīng
神龛,shén,kān
神劳,shén,láo
神雷,shén,léi
神力,shén,lì
神聊,shén,liáo
神灵,shén,líng
神门,shén,mén
神秘,shén,mì
神妙,shén,miào
神庙,shén,miào
神明,shén,míng
神木,shén,mù
神牧,shén,mù
神墓,shén,mù
神农,shén,nóng
神女,shén,nǚ
神品,shén,pǐn
神婆,shén,pó
神奇,shén,qí
神启,shén,qǐ
神气,shén,qì
神泣,shén,qì
神器,shén,qì
神前,shén,qián
神情,shén,qíng
神曲,shén,qū
神权,shén,quán
神阙,shén,quē
神人,shén,rén
神色,shén,sè
神山,shén,shān
神伤,shén,shāng
神社,shén,shè
神圣,shén,shèng
神似,shén,sì
神视,shén,shì
神思,shén,sī
神速,shén,sù
神算,shén,suàn
神态,shén,tài
神坛,shén,tán
神探,shén,tàn
神堂,shén,táng
神塘,shén,táng
神亭,shén,tíng
神庭,shén,tíng
神通,shén,tōng
神童,shén,tóng
神往,shén,wǎng
神威,shén,wēi
神位,shén,wèi
神武,shén,wǔ
神物,shén,wù
神雾,shén,wù
神仙,shén,xiān
神像,shén,xiàng
神效,shén,xiào
神学,shén,xué
神医,shén,yī
神异,shén,yì
神鹰,shén,yīng
神勇,shén,yǒng
神游,shén,yóu
神佑,shén,yòu
神宇,shén,yǔ
神谕,shén,yù
神韵,shén,yùn
神掌,shén,zhǎng
神志,shén,zhì
神智,shén,zhì
神州,shén,zhōu
神主,shén,zhǔ
神姿,shén,zī
沈兵,shěn,bīng
沈翀,shěn,chōng
沈村,shěn,cūn
沈甸,shěn,diàn
沈渎,shěn,dú
沈锋,shěn,fēng
沈凤,shěn,fèng
沈复,shěn,fù
沈河,shěn,hé
沈弘,shěn,hóng
沈江,shěn,jiāng
沈科,shěn,kē
沈权,shěn,quán
沈涛,shěn,tāo
沈统,shěn,tǒng
沈屋,shěn,wū
沈梧,shěn,wú
沈笑,shěn,xiào
沈徐,shěn,xú
沈阳,shěn,yáng
沈轶,shěn,yì
审案,shěn,àn
审办,shěn,bàn
审编,shěn,biān
审察,shěn,chá
审处,shěn,chǔ
审贷,shěn,dài
审单,shěn,dān
审订,shěn,dìng
审定,shěn,dìng
审读,shěn,dú
审度,shěn,duó
审改,shěn,gǎi
审核,shěn,hé
审计,shěn,jì
审检,shěn,jiǎn
审结,shěn,jié
审理,shěn,lǐ
审美,shěn,měi
审判,shěn,pàn
审批,shěn,pī
审慎,shěn,shèn
审视,shěn,shì
审题,shěn,tí
审图,shěn,tú
审问,shěn,wèn
审限,shěn,xiàn
审校,shěn,jiào
审讯,shěn,xùn
审验,shěn,yàn
审议,shěn,yì
审阅,shěn,yuè
哂纳,shěn,nà
哂笑,shěn,xiào
婶婶,shěn,shěn
肾病,shèn,bìng
肾隔,shèn,gé
肾关,shèn,guān
肾管,shèn,guǎn
肾击,shèn,jī
肾孔,shèn,kǒng
肾亏,shèn,kuī
肾痨,shèn,láo
肾囊,shèn,náng
肾石,shèn,shí
肾舒,shèn,shū
肾小,shèn,xiǎo
肾形,shèn,xíng
肾炎,shèn,yán
肾液,shèn,yè
肾脏,shèn,zàng
肾盏,shèn,zhǎn
肾柱,shèn,zhù
肾著,shèn,zhù
甚而,shèn,ér
甚或,shèn,huò
甚佳,shèn,jiā
甚么,shèn,me
甚为,shèn,wéi
甚于,shèn,yú
甚至,shèn,zhì
渗层,shèn,céng
渗氮,shèn,dàn
渗铬,shèn,gè
渗灌,shèn,guàn
渗硅,shèn,guī
渗井,shèn,jǐng
渗漏,shèn,lòu
渗铝,shèn,lǚ
渗滤,shèn,lǜ
渗硼,shèn,péng
渗氢,shèn,qīng
渗氰,shèn,qíng
渗渠,shèn,qú
渗钛,shèn,tài
渗碳,shèn,tàn
渗铜,shèn,tóng
渗透,shèn,tòu
渗析,shèn,xī
渗锌,shèn,xīn
渗液,shèn,yè
椹果,shèn,guǒ
蜃景,shèn,jǐng
慎重,shèn,zhòng
升班,shēng,bān
升沉,shēng,chén
升程,shēng,chéng
升浮,shēng,fú
升幅,shēng,fú
升高,shēng,gāo
升格,shēng,gé
升汞,shēng,gǒng
升官,shēng,guān
升华,shēng,huá
升级,shēng,jí
升降,shēng,jiàng
升距,shēng,jù
升空,shēng,kōng
升力,shēng,lì
升幂,shēng,mì
升平,shēng,píng
升旗,shēng,qí
升起,shēng,qǐ
升迁,shēng,qiān
升任,shēng,rèn
升搜,shēng,sōu
升堂,shēng,táng
升腾,shēng,téng
升提,shēng,tí
升天,shēng,tiān
升限,shēng,xiàn
升序,shēng,xù
升学,shēng,xué
升压,shēng,yā
升药,shēng,yào
升涨,shēng,zhǎng
升帐,shēng,zhàng
升值,shēng,zhí
生白,shēng,bái
生搬,shēng,bān
生变,shēng,biàn
生病,shēng,bìng
生财,shēng,cái
生菜,shēng,cài
生产,shēng,chǎn
生辰,shēng,chén
生成,shēng,chéng
生词,shēng,cí
生凑,shēng,còu
生村,shēng,cūn
生存,shēng,cún
生带,shēng,dài
生地,shēng,dì
生动,shēng,dòng
生发,shēng,fà
生番,shēng,fān
生分,shēng,fēn
生风,shēng,fēng
生俘,shēng,fú
生父,shēng,fù
生根,shēng,gēn
生光,shēng,guāng
生桂,shēng,guì
生还,shēng,huán
生核,shēng,hé
生化,shēng,huà
生活,shēng,huó
生火,shēng,huǒ
生机,shēng,jī
生肌,shēng,jī
生计,shēng,jì
生姜,shēng,jiāng
生角,shēng,jué
生津,shēng,jīn
生精,shēng,jīng
生境,shēng,jìng
生就,shēng,jìu
生客,shēng,kè
生恐,shēng,kǒng
生矿,shēng,kuàng
生来,shēng,lái
生冷,shēng,lěng
生理,shēng,lǐ
生力,shēng,lì
生料,shēng,liào
生灵,shēng,líng
生路,shēng,lù
生铝,shēng,lǚ
生脉,shēng,mài
生眉,shēng,méi
生煤,shēng,méi
生门,shēng,mén
生面,shēng,miàn
生命,shēng,mìng
生膜,shēng,mó
生母,shēng,mǔ
生农,shēng,nóng
生脓,shēng,nóng
生怕,shēng,pà
生坯,shēng,pī
生皮,shēng,pí
生僻,shēng,pì
生平,shēng,píng
生漆,shēng,qī
生气,shēng,qì
生前,shēng,qián
生擒,shēng,qín
生趣,shēng,qù
生人,shēng,rén
生日,shēng,rì
生肉,shēng,ròu
生色,shēng,sè
生涩,shēng,sè
生身,shēng,shēn
生生,shēng,shēng
生事,shēng,shì
生手,shēng,shǒu
生疏,shēng,shū
生水,shēng,shuǐ
生丝,shēng,sī
生死,shēng,sǐ
生蒜,shēng,suàn
生态,shēng,tài
生疼,shēng,téng
生藤,shēng,téng
生锑,shēng,tī
生铁,shēng,tiě
生铜,shēng,tóng
生土,shēng,tǔ
生威,shēng,wēi
生围,shēng,wéi
生物,shēng,wù
生雾,shēng,wù
生息,shēng,xī
生虾,shēng,xiā
生相,shēng,xiàng
生肖,shēng,xiào
生效,shēng,xiào
生性,shēng,xìng
生锈,shēng,xìu
生涯,shēng,yá
生养,shēng,yǎng
生药,shēng,yào
生业,shēng,yè
生疑,shēng,yí
生意,shēng,yì
生硬,shēng,yìng
生油,shēng,yóu
生育,shēng,yù
生员,shēng,yuán
生造,shēng,zào
生长,shēng,zhǎng
生支,shēng,zhī
生殖,shēng,zhí
生猪,shēng,zhū
生字,shēng,zì
声摆,shēng,bǎi
声辩,shēng,biàn
声波,shēng,bō
声部,shēng,bù
声场,shēng,chǎng
声称,shēng,chēng
声带,shēng,dài
声导,shēng,dǎo
声的,shēng,de
声符,shēng,fú
声光,shēng,guāng
声轨,shēng,guǐ
声级,shēng,jí
声迹,shēng,jì
声控,shēng,kòng
声浪,shēng,làng
声乐,shēng,yuè
声律,shēng,lǜ
声门,shēng,mén
声名,shēng,míng
声明,shēng,míng
声母,shēng,mǔ
声纳,shēng,nà
声旁,shēng,páng
声频,shēng,pín
声谱,shēng,pǔ
声腔,shēng,qiāng
声情,shēng,qíng
声请,shēng,qǐng
声容,shēng,róng
声色,shēng,sè
声势,shēng,shì
声速,shēng,sù
声锁,shēng,suǒ
声讨,shēng,tǎo
声调,shēng,diào
声望,shēng,wàng
声威,shēng,wēi
声息,shēng,xī
声响,shēng,xiǎng
声象,shēng,xiàng
声像,shēng,xiàng
声学,shēng,xué
声压,shēng,yā
声言,shēng,yán
声扬,shēng,yáng
声艺,shēng,yì
声音,shēng,yīn
声影,shēng,yǐng
声域,shēng,yù
声誉,shēng,yù
声援,shēng,yuán
声源,shēng,yuán
声韵,shēng,yùn
声张,shēng,zhāng
声障,shēng,zhàng
声柱,shēng,zhù
声阻,shēng,zǔ
牲畜,shēng,chù
牲口,shēng,kǒu
甥女,shēng,nǚ
绳编,shéng,biān
绳操,shéng,cāo
绳盒,shéng,hé
绳接,shéng,jiē
绳扣,shéng,kòu
绳缆,shéng,lǎn
绳墨,shéng,mò
绳索,shéng,suǒ
绳套,shéng,tào
绳梯,shéng,tī
绳筒,shéng,tǒng
绳藻,shéng,zǎo
绳闸,shéng,zhá
绳状,shéng,zhuàng
绳子,shéng,zi
省便,shěng,biàn
省察,xǐng,chá
省城,shěng,chéng
省道,shěng,dào
省得,shěng,de
省掉,shěng,diào
省份,shěng,fèn
省府,shěng,fǔ
省工,shěng,gōng
省会,shěng,huì
省机,shěng,jī
省级,shěng,jí
省俭,shěng,jiǎn
省界,shěng,jiè
省力,shěng,lì
省立,shěng,lì
省钱,shěng,qián
省亲,xǐng,qīn
省区,shěng,qū
省却,shěng,què
省身,shěng,shēn
省事,shěng,shì
省视,xǐng,shì
省属,shěng,shǔ
省藤,shěng,téng
省图,shěng,tú
省悟,xǐng,wù
省心,shěng,xīn
省新,shěng,xīn
省优,shěng,yōu
省长,shěng,zhǎng
省直,shěng,zhí
省志,shěng,zhì
省治,shěng,zhì
圣碑,shèng,bēi
圣铲,shèng,chǎn
圣城,shèng,chéng
圣锄,shèng,chú
圣诞,shèng,dàn
圣灯,shèng,dēng
圣迪,shèng,dí
圣地,shèng,dì
圣典,shèng,diǎn
圣殿,shèng,diàn
圣谷,shèng,gǔ
圣湖,shèng,hú
圣火,shèng,huǒ
圣佳,shèng,jiā
圣嘉,shèng,jiā
圣洁,shèng,jié
圣经,shèng,jīng
圣龛,shèng,kān
圣灵,shèng,líng
圣庙,shèng,miào
圣明,shèng,míng
圣母,shèng,mǔ
圣墓,shèng,mù
圣农,shèng,nóng
圣帕,shèng,pà
圣骑,shèng,qí
圣鮨,shèng,qí
圣契,shèng,qì
圣泉,shèng,quán
圣人,shèng,rén
圣上,shèng,shàng
圣石,shèng,shí
圣手,shèng,shǒu
圣兽,shèng,shòu
圣水,shèng,shuǐ
圣堂,shèng,táng
圣徒,shèng,tú
圣物,shèng,wù
圣贤,shèng,xián
圣象,shèng,xiàng
圣像,shèng,xiàng
圣药,shèng,yào
圣战,shèng,zhàn
圣哲,shèng,zhé
圣旨,shèng,zhǐ
圣装,shèng,zhuāng
胜败,shèng,bài
胜朝,shèng,cháo
胜地,shèng,dì
胜负,shèng,fù
胜过,shèng,guò
胜迹,shèng,jì
胜景,shèng,jǐng
胜境,shèng,jìng
胜利,shèng,lì
胜券,shèng,quàn
胜任,shèng,rèn
胜似,shèng,sì
胜诉,shèng,sù
胜算,shèng,suàn
胜仗,shèng,zhàng
晟丰,shèng,fēng
盛产,shèng,chǎn
盛典,shèng,diǎn
盛饭,chéng,fàn
盛峰,shèng,fēng
盛富,shèng,fù
盛宏,shèng,hóng
盛洪,shèng,hóng
盛会,shèng,huì
盛火,shèng,huǒ
盛景,shèng,jǐng
盛婧,shèng,jìng
盛具,shèng,jù
盛况,shèng,kuàng
盛期,shèng,qī
盛器,chéng,qì
盛世,shèng,shì
盛暑,shèng,shǔ
盛胎,shèng,tāi
盛塘,shèng,táng
盛桶,shèng,tǒng
盛夏,shèng,xià
盛祥,shèng,xiáng
盛邀,shèng,yāo
盛赞,shèng,zàn
盛装,shèng,zhuāng
剩磁,shèng,cí
剩饭,shèng,fàn
剩男,shèng,nán
剩汤,shèng,tāng
剩下,shèng,xià
剩余,shèng,yú
嵊泗,shèng,sì
嵊县,shèng,xiàn
嵊州,shèng,zhōu
尸斑,shī,bān
尸变,shī,biàn
尸骨,shī,gǔ
尸骸,shī,hái
尸检,shī,jiǎn
尸碱,shī,jiǎn
尸僵,shī,jiāng
尸蜡,shī,là
尸冷,shī,lěng
尸魔,shī,mó
尸身,shī,shēn
尸首,shī,shǒu
尸体,shī,tǐ
失败,shī,bài
失步,shī,bù
失策,shī,cè
失察,shī,chá
失常,shī,cháng
失车,shī,chē
失宠,shī,chǒng
失传,shī,chuán
失聪,shī,cōng
失措,shī,cuò
失单,shī,dān
失当,shī,dàng
失盗,shī,dào
失德,shī,dé
失地,shī,dì
失掉,shī,diào
失和,shī,hé
失衡,shī,héng
失欢,shī,huān
失火,shī,huǒ
失检,shī,jiǎn
失节,shī,jié
失禁,shī,jìn
失敬,shī,jìng
失控,shī,kòng
失口,shī,kǒu
失蜡,shī,là
失礼,shī,lǐ
失利,shī,lì
失恋,shī,liàn
失灵,shī,líng
失落,shī,luò
失绿,shī,lǜ
失迷,shī,mí
失密,shī,mì
失眠,shī,mián
失明,shī,míng
失陪,shī,péi
失配,shī,pèi
失窃,shī,qiè
失去,shī,qù
失却,shī,què
失群,shī,qún
失散,shī,sàn
失色,shī,sè
失闪,shī,shǎn
失身,shī,shēn
失神,shī,shén
失慎,shī,shèn
失声,shī,shēng
失时,shī,shí
失实,shī,shí
失势,shī,shì
失事,shī,shì
失手,shī,shǒu
失守,shī,shǒu
失水,shī,shuǐ
失速,shī,sù
失算,shī,suàn
失所,shī,suǒ
失锁,shī,suǒ
失态,shī,tài
失体,shī,tǐ
失调,shī,tiáo
失望,shī,wàng
失物,shī,wù
失误,shī,wù
失陷,shī,xiàn
失笑,shī,xiào
失效,shī,xiào
失谐,shī,xié
失信,shī,xìn
失修,shī,xīu
失序,shī,xù
失学,shī,xué
失血,shī,xuè
失言,shī,yán
失业,shī,yè
失仪,shī,yí
失宜,shī,yí
失意,shī,yì
失音,shī,yīn
失迎,shī,yíng
失约,shī,yuē
失责,shī,zé
失着,shī,zhāo
失真,shī,zhēn
失职,shī,zhí
失重,shī,zhòng
失主,shī,zhǔ
失踪,shī,zōng
失足,shī,zú
师表,shī,biǎo
师部,shī,bù
师承,shī,chéng
师传,shī,chuán
师德,shī,dé
师弟,shī,dì
师法,shī,fǎ
师范,shī,fàn
师父,shī,fu
师傅,shī,fū
师公,shī,gōng
师桂,shī,guì
师河,shī,hé
师姐,shī,jiě
师旅,shī,lǚ
师妹,shī,mèi
师母,shī,mǔ
师娘,shī,niáng
师生,shī,shēng
师事,shī,shì
师徒,shī,tú
师团,shī,tuán
师兄,shī,xiōng
师训,shī,xùn
师爷,shī,yé
师友,shī,yǒu
师曰,shī,yuē
师长,shī,zhǎng
师资,shī,zī
诗碑,shī,bēi
诗才,shī,cái
诗抄,shī,chāo
诗词,shī,cí
诗蒂,shī,dì
诗风,shī,fēng
诗歌,shī,gē
诗行,shī,háng
诗豪,shī,háo
诗话,shī,huà
诗会,shī,huì
诗集,shī,jí
诗句,shī,jù
诗刊,shī,kān
诗乐,shī,lè
诗论,shī,lùn
诗律,shī,lǜ
诗南,shī,nán
诗篇,shī,piān
诗情,shī,qíng
诗人,shī,rén
诗山,shī,shān
诗社,shī,shè
诗圣,shī,shèng
诗书,shī,shū
诗坛,shī,tán
诗体,shī,tǐ
诗文,shī,wén
诗巫,shī,wū
诗溪,shī,xī
诗仙,shī,xiān
诗兴,shī,xìng
诗选,shī,xuǎn
诗学,shī,xué
诗意,shī,yì
诗友,shī,yǒu
诗韵,shī,yùn
诗章,shī,zhāng
诗作,shī,zuò
虱目,shī,mù
虱子,shī,zi
狮峰,shī,fēng
狮湖,shī,hú
狮山,shī,shān
狮妖,shī,yāo
狮鲉,shī,yóu
狮子,shī,zi
施秉,shī,bǐng
施博,shī,bó
施村,shī,cūn
施氮,shī,dàn
施甸,shī,diàn
施店,shī,diàn
施恩,shī,ēn
施法,shī,fǎ
施放,shī,fàng
施肥,shī,féi
施粉,shī,fěn
施工,shī,gōng
施行,shī,xíng
施加,shī,jiā
施教,shī,jiào
施救,shī,jìu
施克,shī,kè
施礼,shī,lǐ
施力,shī,lì
施山,shī,shān
施舍,shī,shě
施氏,shī,shì
施事,shī,shì
施威,shī,wēi
施溪,shī,xī
施药,shī,yào
施用,shī,yòng
施与,shī,yǔ
施斋,shī,zhāi
施展,shī,zhǎn
施诊,shī,zhěn
施政,shī,zhèng
施主,shī,zhǔ
施助,shī,zhù
施贮,shī,zhù
湿地,shī,dì
湿度,shī,dù
湿敷,shī,fū
湿盒,shī,hé
湿灰,shī,huī
湿火,shī,huǒ
湿基,shī,jī
湿季,shī,jì
湿井,shī,jǐng
湿冷,shī,lěng
湿粮,shī,liáng
湿膜,shī,mó
湿气,shī,qì
湿氢,shī,qīng
湿热,shī,rè
湿润,shī,rùn
湿室,shī,shì
湿套,shī,tào
湿透,shī,tòu
湿洗,shī,xǐ
湿陷,shī,xiàn
湿邪,shī,xié
湿泻,shī,xiè
湿渣,shī,zhā
湿疹,shī,zhěn
湿蒸,shī,zhēng
湿证,shī,zhèng
湿治,shī,zhì
湿重,shī,zhòng
蓍草,shī,cǎo
蓍属,shī,shǔ
十村,shí,cūn
十渡,shí,dù
十队,shí,duì
十二,shí,èr
十方,shí,fāng
十分,shí,fēn
十画,shí,huà
十灰,shí,huī
十佳,shí,jiā
十亩,shí,mǔ
十年,shí,nián
十全,shí,quán
十四,shí,sì
十肽,shí,tài
十碳,shí,tàn
十万,shí,wàn
十维,shí,wéi
十位,shí,wèi
十五,shí,wǔ
十香,shí,xiāng
十一,shí,yī
十月,shí,yuè
十字,shí,zì
十足,shí,zú
石坝,shí,bà
石白,shí,bái
石板,shí,bǎn
石陂,shí,bēi
石碑,shí,bēi
石笔,shí,bǐ
石壁,shí,bì
石钵,shí,bō
石布,shí,bù
石步,shí,bù
石埠,shí,bù
石材,shí,cái
石槽,shí,cáo
石层,shí,céng
石铲,shí,chǎn
石城,shí,chéng
石村,shí,cūn
石担,shí,dān
石胆,shí,dǎn
石岛,shí,dǎo
石灯,shí,dēng
石凳,shí,dèng
石堤,shí,dī
石甸,shí,diàn
石雕,shí,diāo
石洞,shí,dòng
石堆,shí,duī
石碓,shí,duì
石墩,shí,dūn
石蛾,shí,é
石腭,shí,è
石耳,shí,ěr
石垡,shí,fá
石帆,shí,fān
石方,shí,fāng
石坊,shí,fāng
石舫,shí,fǎng
石粉,shí,fěn
石峰,shí,fēng
石斧,shí,fǔ
石膏,shí,gāo
石工,shí,gōng
石古,shí,gǔ
石鼓,shí,gǔ
石关,shí,guān
石管,shí,guǎn
石罐,shí,guàn
石龟,shí,guī
石桂,shí,guì
石磙,shí,gǔn
石果,shí,guǒ
石河,shí,hé
石斛,shí,hú
石湖,shí,hú
石画,shí,huà
石环,shí,huán
石灰,shí,huī
石火,shí,huǒ
石鸡,shí,jī
石级,shí,jí
石鲫,shí,jì
石枧,shí,jiǎn
石碱,shí,jiǎn
石姜,shí,jiāng
石匠,shí,jiàng
石阶,shí,jiē
石街,shí,jiē
石蜐,shí,jié
石经,shí,jīng
石井,shí,jǐng
石靖,shí,jìng
石臼,shí,jìu
石咀,shí,jǔ
石蒟,shí,jǔ
石坎,shí,kǎn
石刻,shí,kè
石窟,shí,kū
石块,shí,kuài
石矿,shí,kuàng
石腊,shí,là
石蜡,shí,là
石栏,shí,lán
石栎,shí,lì
石砾,shí,lì
石粒,shí,lì
石寮,shí,liáo
石料,shí,liào
石林,shí,lín
石榴,shí,líu
石龙,shí,lóng
石笼,shí,lóng
石垅,shí,lǒng
石楼,shí,lóu
石鲈,shí,lú
石鹿,shí,lù
石绿,shí,lǜ
石马,shí,mǎ
石矛,shí,máo
石眉,shí,méi
石门,shí,mén
石棉,shí,mián
石磨,shí,mó
石墨,shí,mò
石南,shí,nán
石楠,shí,nán
石农,shí,nóng
石女,shí,nǚ
石牌,shí,pái
石棚,shí,péng
石屏,shí,píng
石崎,shí,qí
石碁,shí,qí
石器,shí,qì
石阡,shí,qiān
石钳,shí,qián
石潜,shí,qián
石枪,shí,qiāng
石墙,shí,qiáng
石桥,shí,qiáo
石青,shí,qīng
石渠,shí,qú
石泉,shí,quán
石拳,shí,quán
石刃,shí,rèn
石蕊,shí,ruǐ
石厦,shí,xià
石山,shí,shān
石杉,shí,shān
石狮,shí,shī
石室,shí,shì
石首,shí,shǒu
石寺,shí,sì
石蒜,shí,suàn
石笋,shí,sǔn
石锁,shí,suǒ
石塔,shí,tǎ
石台,shí,tái
石滩,shí,tān
石潭,shí,tán
石炭,shí,tàn
石塘,shí,táng
石蹄,shí,tí
石亭,shí,tíng
石头,shí,tou
石韦,shí,wéi
石苇,shí,wěi
石屋,shí,wū
石溪,shí,xī
石像,shí,xiàng
石蟹,shí,xiè
石刑,shí,xíng
石须,shí,xū
石鸦,shí,yā
石崖,shí,yá
石堰,shí,yàn
石艺,shí,yì
石印,shí,yìn
石英,shí,yīng
石瑛,shí,yīng
石瘿,shí,yǐng
石油,shí,yóu
石鲉,shí,yóu
石灶,shí,zào
石渣,shí,zhā
石枝,shí,zhī
石趾,shí,zhǐ
石洲,shí,zhōu
石珠,shí,zhū
石竹,shí,zhú
石柱,shí,zhù
石庄,shí,zhuāng
石桩,shí,zhuāng
石幢,shí,zhuàng
石子,shí,zǐ
时弊,shí,bì
时变,shí,biàn
时槽,shí,cáo
时差,shí,chà
时常,shí,cháng
时潮,shí,cháo
时辰,shí,chén
时程,shí,chéng
时村,shí,cūn
时代,shí,dài
时点,shí,diǎn
时而,shí,ér
时分,shí,fēn
时丰,shí,fēng
时光,shí,guāng
时候,shí,hòu
时或,shí,huò
时机,shí,jī
时基,shí,jī
时价,shí,jià
时间,shí,jiān
时节,shí,jié
时界,shí,jiè
时局,shí,jú
时距,shí,jù
时刻,shí,kè
时空,shí,kōng
时令,shí,lìng
时髦,shí,máo
时评,shí,píng
时期,shí,qī
时齐,shí,qí
时气,shí,qì
时区,shí,qū
时人,shí,rén
时日,shí,rì
时尚,shí,shàng
时时,shí,shí
时世,shí,shì
时势,shí,shì
时事,shí,shì
时俗,shí,sú
时速,shí,sù
时态,shí,tài
时泰,shí,tài
时调,shí,diào
时务,shí,wù
时隙,shí,xì
时下,shí,xià
时鲜,shí,xiān
时限,shí,xiàn
时效,shí,xiào
时新,shí,xīn
时兴,shí,xīng
时序,shí,xù
时政,shí,zhèng
时值,shí,zhí
时滞,shí,zhì
时装,shí,zhuāng
识辨,shí,biàn
识别,shí,bié
识才,shí,cái
识货,shí,huò
识见,shí,jiàn
识破,shí,pò
识趣,shí,qù
识相,shí,xiàng
识羞,shí,xīu
识字,shí,zì
实变,shí,biàn
实播,shí,bō
实部,shí,bù
实测,shí,cè
实诚,shí,chéng
实词,shí,cí
实弹,shí,dàn
实地,shí,dì
实感,shí,gǎn
实干,shí,gàn
实根,shí,gēn
实行,shí,xíng
实耗,shí,hào
实话,shí,huà
实惠,shí,huì
实际,shí,jì
实寄,shí,jì
实绩,shí,jì
实价,shí,jià
实践,shí,jiàn
实景,shí,jǐng
实据,shí,jù
实扣,shí,kòu
实况,shí,kuàng
实力,shí,lì
实例,shí,lì
实录,shí,lù
实落,shí,luò
实墙,shí,qiáng
实情,shí,qíng
实权,shí,quán
实深,shí,shēn
实施,shí,shī
实时,shí,shí
实实,shí,shí
实事,shí,shì
实收,shí,shōu
实数,shí,shù
实体,shí,tǐ
实务,shí,wù
实物,shí,wù
实习,shí,xí
实现,shí,xiàn
实象,shí,xiàng
实像,shí,xiàng
实小,shí,xiǎo
实效,shí,xiào
实心,shí,xīn
实形,shí,xíng
实学,shí,xué
实验,shí,yàn
实业,shí,yè
实益,shí,yì
实意,shí,yì
实用,shí,yòng
实在,shí,zài
实则,shí,zé
实战,shí,zhàn
实胀,shí,zhàng
实招,shí,zhāo
实证,shí,zhèng
实值,shí,zhí
实职,shí,zhí
实质,shí,zhì
实字,shí,zì
实足,shí,zú
拾捌,shí,bā
拾掇,shí,duo
拾贰,shí,èr
拾荒,shí,huāng
拾零,shí,líng
拾陆,shí,lù
拾柒,shí,qī
拾取,shí,qǔ
拾叁,shí,sān
拾肆,shí,sì
拾伍,shí,wǔ
拾壹,shí,yī
拾遗,shí,yí
食槽,shí,cáo
食道,shí,dào
食典,shí,diǎn
食窦,shí,dòu
食饵,shí,ěr
食粉,shí,fěn
食府,shí,fǔ
食管,shí,guǎn
食积,shí,jī
食既,shí,jì
