㐷	傌
悠悠	悠悠
悠悠荡荡	悠悠盪盪
悠悠驱匹马	悠悠驅匹馬
悠游	悠遊
悠游表	悠遊錶
尤里	尤里
由余	由余
犹恐失之	猶恐失之
犹如	猶如
犹如表	猶如錶
犹如钟	猶如鐘
犹使故林荣	猶使故林榮
犹太	猶太
犹太历	猶太曆
油面	油麪
油松	油松
莜面	莜麪
游尘	游塵
游出	游出
游到	游到
游芳来	游芳來
游过	遊過
游过来	游過來
游过去	游過去
游皓玮	游皓瑋
游鸿明	游鴻明
游鸿儒	游鴻儒
游回	游回
游击	遊擊
游击队	游擊隊
游击区	游擊區
游击手	游擊手
游击战	游擊戰
游进	遊進
游进来	游進來
游进去	游進去
游来	游來
游来游去	游來游去
游龙	游龍
游履	游履
游明金	游明金
游乃海	游乃海
游泮	游泮
游禽类	游禽類
游去	游去
游人曲岸看花发	遊人曲岸看花發
游僧攒住持	游僧攢住持
游山费虎皮	遊山費虎皮
游上	游上
游水	游水
游完	游完
游文宏	游文宏
游锡	遊錫
游锡坤	游錫坤
游锡昆	游錫昆
游锡堃	游錫堃
游戏	遊戲
游戏机	遊戲機
游戏机台	遊戲機檯
游下	游下
游盈隆	游盈隆
游泳	游泳
游囿伦	游囿倫
游鱼	游魚
游昭钦	游昭欽
游志宏	游志宏
友于	友于
有采	有采
有朝一日	有朝一日
有出好戏	有齣好戲
有发头陀寺	有髮頭陀寺
有够赞	有夠讚
有尽有让	有儘有讓
有进有出	有進有出
有云	有云
有征	有徵
有征无战	有征無戰
有只	有隻
羑里	羑里
牖里	牖里
又干	又幹
又干又硬	又乾又硬
又似呜咽流不通	又似嗚咽流不通
又云	又云
幼托	幼托
诱奸	誘姦
迂回	迂迴
纡回	紆迴
于贝尔	于貝爾
于斌	于斌
于波	于波
于晨楠	于晨楠
于成龙	于成龍
于成龍	于成龍
于从濂	于從濂
于從濂	于從濂
于大宝	于大寶
于丹	于丹
于道泉	于道泉
于德海	于德海
于尔岑	于爾岑
于尔根	于爾根
于尔里克	于爾里克
于爾里克	于爾里克
于飞	于飛
于风政	于風政
于凤桐	于鳳桐
于凤至	于鳳至
于格	于格
于根伟	于根偉
于光远	于光遠
于广洲	于廣洲
于归	于歸
于国	於國
于国桢	于國楨
于海洋	于海洋
于汉超	于漢超
于浩威	于浩威
于衡	于衡
于洪	於洪
于洪区	于洪區
于化虎	于化虎
于会泳	于會泳
于慧	于慧
于吉	于吉
于佳卉	于佳卉
于家	於家
于家堡	于家堡
于坚	于堅
于堅	于堅
于江震	于江震
于嗟	于嗟
于杰	于傑
于禁	于禁
于靖	于靖
于娟	于娟
于军	于軍
于軍	于軍
于康震	于康震
于克勒	于克勒
于孔兼	于孔兼
于勒	于勒
于里察	于里察
于凌奎	于凌奎
于冕	于冕
于敏	于敏
于明涛	于明濤
于默奥	于默奧
于娜	于娜
于品海	于品海
于奇库杜克	于奇庫杜克
于谦	于謙
于謙	于謙
于晴	于晴
于仁泰	于仁泰
于若木	于若木
于山	于山
于慎行	于慎行
于式枚	于式枚
于树洁	于樹潔
于帅	于帥
于帥	于帥
于双戈	于雙戈
于思	于思
于斯	於斯
于斯达尔	于斯達爾
于斯達爾	于斯達爾
于斯纳尔斯贝里	于斯納爾斯貝里
于斯納爾斯貝里	于斯納爾斯貝里
于斯塔德	于斯塔德
于素秋	于素秋
于台烟	于臺煙
于涛	于濤
于濤	于濤
于特森	于特森
于天仁	于天仁
于田	于田
于阗	于闐
于亭于里	於亭於裏
于韦斯屈莱	于韋斯屈萊
于韋斯屈萊	于韋斯屈萊
于伟国	于偉國
于西翰	于西翰
于湘兰	于湘蘭
于小	於小
于小彤	于小彤
于小伟	于小偉
于欣源	于欣源
于姓	于姓
于秀敏	于秀敏
于徐	于徐
于学忠	于學忠
于荫霖	于蔭霖
于永波	于永波
于右任	于右任
于幼军	于幼軍
于于	于于
于余曲折	于餘曲折
于馀曲折	于餘曲折
于玉立	于玉立
于远伟	于遠偉
于越	于越
于樂	于樂
于泽尔	于澤爾
于赠	于贈
于贈	于贈
于占元	于占元
于振	于振
于震环	于震環
于震寰	于震寰
于正昌	于正昌
于正升	于正昇
于志宁	于志寧
于寘	于寘
于子千	于子千
汙蔑	污衊
余碧芬	余碧芬
余秉谚	余秉諺
余炳贤	余炳賢
余灿荣	余燦榮
余车	余車
余发扬	余發揚
余干	餘干
余歌沧	余歌滄
余光	餘光
余光生	余光生
余光中	余光中
余兰香	余蘭香
余里	餘里
余男	余男
余珮琳	余珮琳
余三	餘三
余三胜	余三勝
余三勝	余三勝
余上沅	余上沅
余思	餘思
余思敏	余思敏
余天	余天
余威	餘威
余威德	余威德
余文	余文
余闻古夏后	餘聞古夏後
余吾镇	余吾鎮
余贤明	余賢明
余宪宗	余憲宗
余筱萍	余筱萍
余姓	余姓
余秀菁	余秀菁
余雪兰	余雪蘭
余雪明	余雪明
余亦浮于海	餘亦浮於海
余英时	余英時
余余	余余
余苑绮	余苑綺
余月	余月
余政宪	余政憲
余只	餘隻
余子	餘子
余子明	余子明
鱼干	魚乾
鱼鳞	魚鱗
鱼鳞松	魚鱗松
鱼游釜底	魚游釜底
鱼游釜中	魚游釜中
鱼胄	魚冑
馀力浮于海	餘力浮於海
逾闲荡检	逾閑蕩檢
愚暗	愚闇
舆尸	輿尸
与国同休	與國同休
宇宙	宇宙
宇宙志	宇宙誌
羽仪映松雪	羽儀映鬆雪
雨覆云翻	雨覆雲翻
语汇	語彙
语云	語云
玉斗	玉斗
玉里	玉里
玉历	玉曆
玉米	玉米
玉米须	玉米鬚
玉汝于成	玉汝於成
玉制	玉製
郁达夫	郁達夫
郁馥	郁馥
郁离子	郁離子
郁李	郁李
郁烈	郁烈
郁穆	郁穆
郁朴	郁樸
郁郁	鬱郁
郁郁菲菲	郁郁菲菲
郁郁青青	郁郁青青
郁哉	郁哉
预制	預製
欲海	慾海
欲壑难填	慾壑難填
欲火	慾火
欲加之罪	欲加之罪
欲加之罪何患无词	慾加之罪何患無詞
欲令智昏	慾令智昏
欲念	慾念
欲女	慾女
欲求	欲求
欲求不满	慾求不滿
欲善其事必先利其器	慾善其事必先利其器
欲望	慾望
欲障	慾障
喻德高	喻德高
御敌	禦敵
御寒	禦寒
御寇	禦寇
御侮	禦侮
御制	御製
寓禁于征	寓禁於征
愈合	癒合
元后	元后
袁友范	袁友范
袁于令	袁于令
原钟	原鐘
原子	原子
原子钟	原子鐘
缘涧还复去	緣澗還復去
缘源杂花发	緣源雜花發
猿声寒过水	猿聲寒過水
远县才至	遠縣纔至
远征	遠征
愿而恭	愿而恭
愿君采葑菲	願君採葑菲
愿朴	愿樸
曰云	曰云
约翰	約翰
约翰松	約翰松
月迥藏珠斗	月迥藏珠鬥
月历	月曆
月相	月相
月相表	月相錶
月岩	月岩
岳飞	岳飛
岳坟	岳墳
岳父	岳父
岳家	岳家
岳珂	岳珂
岳庙	岳廟
岳母	岳母
岳氏	岳氏
岳阳	岳陽
岳云	岳雲
岳丈	岳丈
煴斗	熅斗
云城	雲城
云城区	云城區
云尔	云爾
云翻雨复	雲翻雨覆
云寒水清荻花发	雲寒水清荻花發
云何	云何
云乎	云乎
云然	云然
云山且喜重重见	雲山且喜重重見
云吞	雲吞
云吞面	雲吞麪
云为	云爲
云爲	云爲
云溪	云溪
云须	雲鬚
云云	云云
芸辉	蕓輝
芸苔	蕓薹
芸薹	蕓薹
耘荡	耘盪
允准	允准
陨获	隕穫
酝借	醞藉
蕴借	蘊藉
熨斗	熨斗
杂合面儿	雜合麪兒
杂酱面	雜醬麪
杂面	雜麪
杂志	雜誌
再制	再製
在核	在覈
赞呗	讚唄
赞不绝口	讚不絕口
赞词	讚詞
赞辞	讚辭
赞道	讚道
赞的	讚的
赞歌	讚歌
赞个不	讚個不
赞口不	讚口不
赞乐	讚樂
赞了	讚了
赞两句	讚兩句
赞美	讚美
赞佩	讚佩
赞赏	讚賞
赞颂	讚頌
赞叹	讚歎
赞歎	讚歎
赞我	讚我
赞羡	讚羨
赞许	讚許
赞扬	讚揚
赞一句	讚一句
赞一声	讚一聲
赞一赞	讚一讚
赞语	讚語
赞誉	讚譽
赞自己	讚自己
脏发	髒髮
脏腑	臟腑
脏器	臟器
臧谷亡羊	臧穀亡羊
凿岩	鑿巖
凿岩机	鑿岩機
早起	早起
早起的鸟儿有虫吃	早起的鳥兒有蟲吃
早占勿药	早占勿藥
皂化	皂化
皂荚	皂莢
灶下烹只鸡	竈下烹只雞
造曲	造麴
造岩矿物	造岩礦物
造钟	造鐘
噪动	譟動
噪诈	譟詐
泽里可	澤里可
泽卤	澤鹵
泽渗漓而下降	澤滲灕而下降
扎成	紮成
扎带	紮帶
扎囮	紮囮
扎尔达里	扎爾達里
扎根	紮根
扎裹	紮裹
扎好	紮好
扎脚	紮腳
扎结	紮結
扎紧	紮緊
扎了	紮了
扎马剌丁	紮馬剌丁
扎马鲁丁	紮馬魯丁
扎欧扎翁	紮歐紮翁
扎起	紮起
扎上	紮上
扎实	紮實
扎铁	紮鐵
扎下	紮下
扎线带	紮線帶
扎营	紮營
扎在	紮在
扎扎	扎扎
扎扎实实	紮紮實實
扎诈	紮詐
扎寨	紮寨
札夸威	札夸威
轧制	軋製
炸毁	炸燬
炸酱面	炸醬麪
榨干	榨乾
詹志维	詹誌維
薝卜	薝蔔
展采	展采
占拜	占拜
占卜	占卜
占城	占城
占断	占斷
占房	占房
占风使帆	占風使帆
占凤	占鳳
占卦	占卦
占候	占候
占课	占課
占了	佔了
占了卜	占了卜
占梦	占夢
占强	占強
占亲	占親
占人	占人
占上	占上
占射	占射
占身	占身
占筮	占筮
占万	佔万
占星	占星
占验	占驗
占有	佔有
占有五不验	占有五不驗
占有欲	佔有慾
占主	佔主
占主导地位	占主導地位
战略	戰略
战略伙伴	戰略伙伴
站干岸儿	站乾岸兒
张斗辉	張斗輝
张基郁	張基郁
张木松	張木松
张琴	張琴
张琴松	張琴松
张三	張三
张三丰	張三丰
张文松	張文松
张志	張志
张志家	張誌家
长发	長髮
长干曲	長干曲
长干巷	長干巷
长胡	長鬍
长几	長几
长历	長曆
长绳系景	長繩繫景
长绳系日	長繩繫日
长寿	長壽
长寿烟	長壽菸
长吁	長吁
长须	長鬚
长征	長征
丈母	丈母
丈母娘	丈母孃
丈人嗣三叶	丈人嗣三葉
仗托	仗托
招远县	招遠縣
昭假于天	昭假於天
赵坤郁	趙坤郁
照签	照簽
遮复	遮覆
折尺	摺尺
折叠	摺疊
折好	摺好
折合	摺合
折痕	摺痕
折进	折進
折进来	摺進來
折进去	摺進去
折篷	摺篷
折裙	摺裙
折扇	摺扇
折台	折檯
折梯	摺梯
折页	摺頁
折椅	摺椅
折纸	摺紙
折子	摺子
折奏	摺奏
这出电影	這齣電影
这出好戏	這齣好戲
这出剧	這齣劇
这只	這隻
这钟	這鐘
针砭	鍼砭
针关	鍼關
针芥相投	鍼芥相投
针灸	鍼灸
针口	鍼口
针扣	針釦
针芒	鍼芒
珍珠	珍珠
珍珠岩	珍珠岩
甄后	甄后
枕借	枕藉
枕席	枕蓆
缜致	縝緻
鬒发	鬒髮
振荡	振盪
振杰	振杰
赈饥	賑饑
震荡	震盪
镇荣里	鎮榮里
镇吴称奥里	鎮吳稱奧裏
镇远县	鎮遠縣
黮暗	黮闇
征尘	征塵
征程	征程
征伐	征伐
征帆	征帆
征夫	征夫
征服	征服
征驾	征駕
征剿	征剿
征敛	征斂
征马	征馬
征旆	征旆
征辟	徵辟
征衫	征衫
征戍	征戍
征讨	征討
征途	征途
征衣	征衣
征战	征戰
征彸	征彸
蒸干	蒸乾
蒸面	蒸麪
整出剧	整齣劇
整发	整發
整发用品	整髮用品
整只	整隻
整周	整週
正梁	正樑
正凶	正凶
郑福生	鄭福生
郑家	鄭家
郑家钟	鄭家鐘
郑凯云	鄭凱云
郑荣松	鄭榮松
郑易里	鄭易里
郑余豪	鄭余豪
症结	癥結
鄭凱云	鄭凱云
之欲	之慾
之钟	之鐘
支杆	支桿
支努干	支努干
支烟	支菸
只査	只查
只吃	只吃
只道梅花发	只道梅花發
只鸡絮酒	隻雞絮酒
只立	隻立
只轮不反	隻輪不反
只轮不返	隻輪不返
只日	隻日
只如鸡卵一物	只如雞卵一物
只身	隻身
只声不出	隻聲不出
只手	隻手
只言片语	隻言片語
只言片字	隻言片字
只眼	隻眼
只影	隻影
只占	只佔
只占吉	只占吉
只占神问卜	只占神問卜
只占算	只占算
只准	只准
只字	隻字
枝不得大于干	枝不得大於榦
知在雪山中	知在雪山中
织席	織蓆
直摆	直襬
直道济时宪	直道濟時憲
直发	直髮
直系	直系
直系军阀	直係軍閥
直置保松筠	直置保鬆筠
植发	植髮
植物	植物
植物志	植物誌
殖谷	殖穀
止谤莫如自修	止謗莫如自脩
纸烟	紙菸
纸扎	紙紮
纸制	紙製
指挥	指揮
指挥台	指揮台
指亲托故	指親托故
指水盟松	指水盟松
趾高气扬	趾高氣揚
志哀	誌哀
志冲斗牛	志沖斗牛
志悼	誌悼
志高气扬	志高氣揚
志庆	誌慶
志喜	誌喜
志异	誌異
志之不忘	誌之不忘
制版	製版
制备	製備
制表	製表
制冰	製冰
制播	製播
制材	製材
制茶	製茶
制成	製成
制程	製程
制出	製出
制得	製得
制毒	製毒
制法	製法
制革	製革
制剂	製劑
制假	製假
制件	製件
制浆	製漿
制冷	製冷
制面	制面
制面具	製面具
制坯	製坯
制片	製片
制品	製品
制取	製取
制售	製售
制酸	制酸
制酸性	製酸性
制糖	製糖
制陶	製陶
制图	製圖
制为	製爲
制爲	製爲
制鞋	製鞋
制盐	製鹽
制氧	製氧
制药	製藥
制衣	製衣
制造	製造
制纸	製紙
制钟	制鐘
制作	製作
制做	製做
治愈	治癒
栉发工	櫛髮工
致密	緻密
窒欲	窒慾
智小言大	智小言大
踬仆	躓仆
薙发	薙髮
中保一号	中保一號
中国	中國
中国制	中國製
中环杯	中環盃
中仑	中崙
中型	中型
中型钟	中型鐘
中游	中游
忠人之托	忠人之托
终端	終端
终端台	終端檯
终南卧松雪	終南臥鬆雪
终身	終身
终身有托	終身有托
终岁竟不食	終歲竟不食
钟摆	鐘擺
钟被	鐘被
钟壁	鐘壁
钟表	鐘錶
钟表盘	鐘表盤
钟不	鐘不
钟差	鐘差
钟楚红	鐘楚紅
钟的	鐘的
钟点	鐘點
钟顶	鐘頂
钟鼎	鐘鼎
钟发音	鐘發音
钟福松	鐘福松
钟鼓	鐘鼓
钟关	鐘關
钟行	鐘行
钟好	鐘好
钟匠	鐘匠
钟口	鐘口
钟快	鐘快
钟乐	鐘樂
钟楼	鐘樓
钟漏	鐘漏
钟螺	鐘螺
钟律	鐘律
钟慢	鐘慢
钟没	鐘沒
钟面	鐘面
钟鸣	鐘鳴
钟模	鐘模
钟纽	鐘紐
钟盘	鐘盤
钟珮瑄	鐘珮瑄
钟敲	鐘敲
钟琴	鐘琴
钟磬	鐘磬
钟乳洞	鐘乳洞
钟乳石	鐘乳石
钟山	鐘山
钟上	鐘上
钟身	鐘身
钟声	鐘聲
钟速	鐘速
钟塔	鐘塔
钟太	鐘太
钟体	鐘體
钟调	鐘調
钟停	鐘停
钟头	鐘頭
钟王	鐘王
钟下	鐘下
钟相	鐘相
钟响	鐘響
钟形	鐘形
钟腰	鐘腰
钟意	鐘意
钟有	鐘有
钟在寺里	鐘在寺裏
钟罩	鐘罩
钟左右	鐘左右
钟座	鐘座
种放	种放
种谷	種穀
种师道	种師道
种师中	种師中
重复	重複
重见复出	重見複出
重罗面	重羅麪
重折	重摺
重制	重製
州里	州里
周报	週報
周而复始	週而復始
周二	週二
周回	週迴
周会	週會
周记	週記
周济	賙濟
周杰	周杰
周刊	週刊
周考	週考
周历	周曆
周六	週六
周末	週末
周年	週年
周期	週期
周人	周人
周人之急	賙人之急
周日	週日
周三	週三
周上	週上
周数	週數
周四	週四
周岁	週歲
周五	週五
周薪	週薪
周休	週休
周一	週一
周中	週中
周周	週週
周转	週轉
周走秀	週走秀
洲际	洲際
洲际杯	洲際盃
咒愿	咒愿
胄甲	冑甲
胄科	冑科
昼伏夜游	晝伏夜游
皱别	皺彆
皱折	皺摺
朱笔	硃筆
朱布瓦尔	朱布瓦爾
朱唇	朱脣
朱唇皓齿	硃脣皓齒
朱轓皂盖	朱轓皂蓋
朱干玉戚	朱干玉鏚
朱红	硃紅
朱卷	硃卷
朱俊	朱儁
朱理安历	朱理安曆
朱仑街	朱崙街
朱批	硃批
朱色	硃色
朱砂	硃砂
朱郁信	朱郁信
朱谕	硃諭
珠斗烂班	珠斗爛班
诸岭一何小	諸嶺一何小
猪八戒	豬八戒
猪八戒吃人参果	豬八戒吃人參果
猪肝	豬肝
猪肝面	豬肝麪
猪脚面	豬腳麪
猪舌	豬舌
猪舌面	豬舌麪
猪只	豬隻
竹苞松茂	竹苞松茂
竹几	竹几
竹席	竹蓆
竹制	竹製
主梁	主樑
主钟曲线	主鐘曲線
煮面	煮麪
煮粥焚须	煮粥焚鬚
伫因舂斗粟	佇因舂鬥粟
芧栗	芧栗
住扎	住紮
注标	註標
注冊	註冊
注册	註冊
注定	註定
注记	註記
注脚	註腳
注解	註解
注名	註名
注明	註明
注批	註批
注入	注入
注入式敎学法	注入式教學法
注上	註上
注生娘娘	註生娘娘
注失	註失
注释	註釋
注疏	註疏
注文	註文
注销	註銷
注译	註譯
注云	注云
驻扎	駐紮
柱梁	柱樑
祝发	祝髮
祝赞	祝讚
铸型涂浆	鑄型塗漿
铸钟	鑄鐘
筑邦	筑邦
筑北	筑北
筑波	筑波
筑肥	筑肥
筑后	筑後
筑後	筑後
筑前	筑前
筑西	筑西
筑阳	筑陽
筑陽	筑陽
筑州	筑州
筑紫	筑紫
抓奸	抓姦
专鉴	專鑒
专征	專征
转经唯有一窗明	轉經唯有一窗明
转速	轉速
转速表	轉速錶
转台	轉檯
转游	轉游
转注	轉註
装岩机	裝岩機
装折	裝摺
壮面	壯麪
壮气吞牛	壯氣吞牛
撞府冲州	撞府沖州
撞球杆	撞球桿
撞钟	撞鐘
准保	準保
准保护	准保護
准保释	准保釋
准不准你	准不准你
准不准谁	准不准誰
准不准他	准不准他
准不准它	准不准它
准不准她	准不准她
准不准我	准不准我
准不准许	准不准許
准此	准此
准伏	准伏
准假	准假
准将	准將
准决斗	准決鬥
准考证	准考證
准普尔	准普爾
准入	准入
准三后	准三后
准算	准算
准尉	准尉
准许	准許
准以	准以
准予	准予
准折	准折
准奏	准奏
捉发	捉髮
捉风捕影	捉風捕影
捉奸	捉姦
捉影捕风	捉影捕風
桌几	桌几
桌历	桌曆
浊积岩	濁積岩
擢发	擢髮
姿采	姿采
兹言庶不负	茲言庶不負
资本利得	資本利得
髭胡	髭鬍
髭须	髭鬚
子宫套扎线	子宮套扎線
子姜	子姜
子姜炒鸡	子薑炒雞
子游	子游
子云	子云
子之丰兮	子之丰兮
梓里	梓里
紫姜	紫薑
紫云	紫雲
紫云苗族布依族自治县	紫云苗族布依族自治縣
自从得向蓬莱里	自從得向蓬萊裏
自动	自動
自动表	自動錶
自怜驱匹马	自憐驅匹馬
自然	自然
自然卷	自然捲
自然生态环境	自然生態環境
自制	自制
自制炸弹	自製炸彈
字汇	字彙
渍已干	漬已乾
宗周	宗周
宗周钟	宗周鐘
综核	綜覈
总发	總髮
总杆赛	總桿賽
总杆数	總桿數
总汇	總彙
总台	總檯
总统	總統
总统杯	總統盃
纵横	縱橫
纵横交布	縱橫交佈
纵欲	縱慾
粽粑叶	粽粑葉
奏折	奏摺
足高气扬	足高氣揚
足协	足協
足协杯	足協盃
足总杯	足總盃
祖冲之	祖沖之
钻杆	鑽桿
醉骑白花马	醉騎白花馬
左光斗	左光斗
左里克	左里克
左邻右里	左鄰右里
左手	左手
左手不托右手	左手不托右手
左右	左右
左右采之	左右采之
佐芬普利	佐芬普利
作幸	作倖
坐标	座標
坐如钟	坐如鐘
坐台	坐檯
坐钟	坐鐘
座钟	座鐘
做出	做出
做出好戏	做齣好戲
